#WV	FL
-1.973	3.3626E-03
-1.972	3.3708E-03
-1.971	3.3787E-03
-1.97	3.3861E-03
-1.969	3.3932E-03
-1.968	3.4000E-03
-1.967	3.4063E-03
-1.966	3.4123E-03
-1.965	3.4179E-03
-1.964	3.4231E-03
-1.963	3.4280E-03
-1.962	3.4325E-03
-1.961	3.4366E-03
-1.96	3.4403E-03
-1.959	3.4436E-03
-1.958	3.4466E-03
-1.957	3.4491E-03
-1.956	3.4513E-03
-1.955	3.4532E-03
-1.954	3.4546E-03
-1.953	3.4556E-03
-1.952	3.4563E-03
-1.951	3.4566E-03
-1.95	3.4565E-03
-1.949	3.4560E-03
-1.948	3.4552E-03
-1.947	3.4539E-03
-1.946	3.4523E-03
-1.945	3.4503E-03
-1.944	3.4479E-03
-1.943	3.4451E-03
-1.942	3.4419E-03
-1.941	3.4384E-03
-1.94	3.4344E-03
-1.939	3.4301E-03
-1.938	3.4254E-03
-1.937	3.4203E-03
-1.936	3.4149E-03
-1.935	3.4090E-03
-1.934	3.4028E-03
-1.933	3.3962E-03
-1.932	3.3892E-03
-1.931	3.3819E-03
-1.93	3.3741E-03
-1.929	3.3660E-03
-1.928	3.3575E-03
-1.927	3.3486E-03
-1.926	3.3394E-03
-1.925	3.3297E-03
-1.924	3.3197E-03
-1.923	3.3094E-03
-1.922	3.2986E-03
-1.921	3.2875E-03
-1.92	3.2760E-03
-1.919	3.2641E-03
-1.918	3.2519E-03
-1.917	3.2393E-03
-1.916	3.2264E-03
-1.915	3.2130E-03
-1.914	3.1994E-03
-1.913	3.1853E-03
-1.912	3.1709E-03
-1.911	3.1561E-03
-1.91	3.1410E-03
-1.909	3.1255E-03
-1.908	3.1097E-03
-1.907	3.0935E-03
-1.906	3.0769E-03
-1.905	3.0601E-03
-1.904	3.0428E-03
-1.903	3.0252E-03
-1.902	3.0073E-03
-1.901	2.9890E-03
-1.9	2.9704E-03
-1.899	2.9515E-03
-1.898	2.9322E-03
-1.897	2.9125E-03
-1.896	2.8926E-03
-1.895	2.8723E-03
-1.894	2.8517E-03
-1.893	2.8307E-03
-1.892	2.8094E-03
-1.891	2.7879E-03
-1.89	2.7659E-03
-1.889	2.7437E-03
-1.888	2.7212E-03
-1.887	2.6983E-03
-1.886	2.6751E-03
-1.885	2.6517E-03
-1.884	2.6279E-03
-1.883	2.6038E-03
-1.882	2.5794E-03
-1.881	2.5547E-03
-1.88	2.5297E-03
-1.879	2.5044E-03
-1.878	2.4789E-03
-1.877	2.4530E-03
-1.876	2.4269E-03
-1.875	2.4004E-03
-1.874	2.3737E-03
-1.873	2.3468E-03
-1.872	2.3195E-03
-1.871	2.2920E-03
-1.87	2.2642E-03
-1.869	2.2361E-03
-1.868	2.2078E-03
-1.867	2.1792E-03
-1.866	2.1504E-03
-1.865	2.1213E-03
-1.864	2.0920E-03
-1.863	2.0624E-03
-1.862	2.0326E-03
-1.861	2.0025E-03
-1.86	1.9722E-03
-1.859	1.9416E-03
-1.858	1.9109E-03
-1.857	1.8799E-03
-1.856	1.8487E-03
-1.855	1.8172E-03
-1.854	1.7856E-03
-1.853	1.7537E-03
-1.852	1.7216E-03
-1.851	1.6893E-03
-1.85	1.6568E-03
-1.849	1.6241E-03
-1.848	1.5912E-03
-1.847	1.5582E-03
-1.846	1.5249E-03
-1.845	1.4914E-03
-1.844	1.4578E-03
-1.843	1.4240E-03
-1.842	1.3900E-03
-1.841	1.3558E-03
-1.84	1.3215E-03
-1.839	1.2870E-03
-1.838	1.2524E-03
-1.837	1.2176E-03
-1.836	1.1826E-03
-1.835	1.1475E-03
-1.834	1.1123E-03
-1.833	1.0769E-03
-1.832	1.0413E-03
-1.831	1.0057E-03
-1.83	9.6990E-04
-1.829	9.3399E-04
-1.828	8.9795E-04
-1.827	8.6181E-04
-1.826	8.2554E-04
-1.825	7.8917E-04
-1.824	7.5270E-04
-1.823	7.1612E-04
-1.822	6.7945E-04
-1.821	6.4269E-04
-1.82	6.0583E-04
-1.819	5.6890E-04
-1.818	5.3188E-04
-1.817	4.9478E-04
-1.816	4.5762E-04
-1.815	4.2038E-04
-1.814	3.8308E-04
-1.813	3.4572E-04
-1.812	3.0831E-04
-1.811	2.7084E-04
-1.81	2.3333E-04
-1.809	1.9577E-04
-1.808	1.5818E-04
-1.807	1.2055E-04
-1.806	8.2890E-05
-1.805	4.5200E-05
-1.804	7.4900E-06
-1.803	-3.0230E-05
-1.802	-6.7980E-05
-1.801	-1.0573E-04
-1.8	-1.4348E-04
-1.799	-1.8124E-04
-1.798	-2.1899E-04
-1.797	-2.5674E-04
-1.796	-2.9448E-04
-1.795	-3.3219E-04
-1.794	-3.6989E-04
-1.793	-4.0757E-04
-1.792	-4.4522E-04
-1.791	-4.8283E-04
-1.79	-5.2041E-04
-1.789	-5.5794E-04
-1.788	-5.9543E-04
-1.787	-6.3287E-04
-1.786	-6.7026E-04
-1.785	-7.0759E-04
-1.784	-7.4486E-04
-1.783	-7.8206E-04
-1.782	-8.1919E-04
-1.781	-8.5624E-04
-1.78	-8.9322E-04
-1.779	-9.3011E-04
-1.778	-9.6692E-04
-1.777	-1.0036E-03
-1.776	-1.0403E-03
-1.775	-1.0768E-03
-1.774	-1.1132E-03
-1.773	-1.1495E-03
-1.772	-1.1857E-03
-1.771	-1.2218E-03
-1.77	-1.2577E-03
-1.769	-1.2936E-03
-1.768	-1.3293E-03
-1.767	-1.3648E-03
-1.766	-1.4003E-03
-1.765	-1.4356E-03
-1.764	-1.4707E-03
-1.763	-1.5057E-03
-1.762	-1.5406E-03
-1.761	-1.5753E-03
-1.76	-1.6098E-03
-1.759	-1.6442E-03
-1.758	-1.6784E-03
-1.757	-1.7124E-03
-1.756	-1.7462E-03
-1.755	-1.7799E-03
-1.754	-1.8134E-03
-1.753	-1.8467E-03
-1.752	-1.8798E-03
-1.751	-1.9127E-03
-1.75	-1.9454E-03
-1.749	-1.9779E-03
-1.748	-2.0102E-03
-1.747	-2.0423E-03
-1.746	-2.0742E-03
-1.745	-2.1058E-03
-1.744	-2.1373E-03
-1.743	-2.1685E-03
-1.742	-2.1995E-03
-1.741	-2.2302E-03
-1.74	-2.2607E-03
-1.739	-2.2910E-03
-1.738	-2.3210E-03
-1.737	-2.3508E-03
-1.736	-2.3804E-03
-1.735	-2.4096E-03
-1.734	-2.4387E-03
-1.733	-2.4674E-03
-1.732	-2.4959E-03
-1.731	-2.5242E-03
-1.73	-2.5521E-03
-1.729	-2.5798E-03
-1.728	-2.6072E-03
-1.727	-2.6344E-03
-1.726	-2.6612E-03
-1.725	-2.6878E-03
-1.724	-2.7141E-03
-1.723	-2.7401E-03
-1.722	-2.7657E-03
-1.721	-2.7911E-03
-1.72	-2.8162E-03
-1.719	-2.8410E-03
-1.718	-2.8655E-03
-1.717	-2.8897E-03
-1.716	-2.9135E-03
-1.715	-2.9370E-03
-1.714	-2.9603E-03
-1.713	-2.9832E-03
-1.712	-3.0057E-03
-1.711	-3.0280E-03
-1.71	-3.0499E-03
-1.709	-3.0715E-03
-1.708	-3.0927E-03
-1.707	-3.1137E-03
-1.706	-3.1342E-03
-1.705	-3.1545E-03
-1.704	-3.1744E-03
-1.703	-3.1939E-03
-1.702	-3.2131E-03
-1.701	-3.2319E-03
-1.7	-3.2504E-03
-1.699	-3.2686E-03
-1.698	-3.2863E-03
-1.697	-3.3038E-03
-1.696	-3.3208E-03
-1.695	-3.3375E-03
-1.694	-3.3538E-03
-1.693	-3.3698E-03
-1.692	-3.3854E-03
-1.691	-3.4006E-03
-1.69	-3.4154E-03
-1.689	-3.4299E-03
-1.688	-3.4439E-03
-1.687	-3.4576E-03
-1.686	-3.4710E-03
-1.685	-3.4839E-03
-1.684	-3.4965E-03
-1.683	-3.5086E-03
-1.682	-3.5204E-03
-1.681	-3.5318E-03
-1.68	-3.5428E-03
-1.679	-3.5534E-03
-1.678	-3.5636E-03
-1.677	-3.5734E-03
-1.676	-3.5829E-03
-1.675	-3.5919E-03
-1.674	-3.6005E-03
-1.673	-3.6088E-03
-1.672	-3.6166E-03
-1.671	-3.6240E-03
-1.67	-3.6310E-03
-1.669	-3.6377E-03
-1.668	-3.6439E-03
-1.667	-3.6497E-03
-1.666	-3.6551E-03
-1.665	-3.6601E-03
-1.664	-3.6647E-03
-1.663	-3.6689E-03
-1.662	-3.6726E-03
-1.661	-3.6760E-03
-1.66	-3.6790E-03
-1.659	-3.6815E-03
-1.658	-3.6836E-03
-1.657	-3.6854E-03
-1.656	-3.6867E-03
-1.655	-3.6876E-03
-1.654	-3.6880E-03
-1.653	-3.6881E-03
-1.652	-3.6878E-03
-1.651	-3.6870E-03
-1.65	-3.6859E-03
-1.649	-3.6843E-03
-1.648	-3.6823E-03
-1.647	-3.6799E-03
-1.646	-3.6771E-03
-1.645	-3.6738E-03
-1.644	-3.6702E-03
-1.643	-3.6661E-03
-1.642	-3.6617E-03
-1.641	-3.6568E-03
-1.64	-3.6515E-03
-1.639	-3.6458E-03
-1.638	-3.6397E-03
-1.637	-3.6332E-03
-1.636	-3.6263E-03
-1.635	-3.6189E-03
-1.634	-3.6112E-03
-1.633	-3.6030E-03
-1.632	-3.5945E-03
-1.631	-3.5855E-03
-1.63	-3.5762E-03
-1.629	-3.5664E-03
-1.628	-3.5562E-03
-1.627	-3.5456E-03
-1.626	-3.5347E-03
-1.625	-3.5233E-03
-1.624	-3.5115E-03
-1.623	-3.4994E-03
-1.622	-3.4868E-03
-1.621	-3.4738E-03
-1.62	-3.4605E-03
-1.619	-3.4467E-03
-1.618	-3.4326E-03
-1.617	-3.4181E-03
-1.616	-3.4032E-03
-1.615	-3.3879E-03
-1.614	-3.3722E-03
-1.613	-3.3561E-03
-1.612	-3.3397E-03
-1.611	-3.3229E-03
-1.61	-3.3057E-03
-1.609	-3.2881E-03
-1.608	-3.2702E-03
-1.607	-3.2518E-03
-1.606	-3.2331E-03
-1.605	-3.2141E-03
-1.604	-3.1947E-03
-1.603	-3.1749E-03
-1.602	-3.1547E-03
-1.601	-3.1342E-03
-1.6	-3.1133E-03
-1.599	-3.0921E-03
-1.598	-3.0705E-03
-1.597	-3.0486E-03
-1.596	-3.0263E-03
-1.595	-3.0037E-03
-1.594	-2.9808E-03
-1.593	-2.9575E-03
-1.592	-2.9338E-03
-1.591	-2.9098E-03
-1.59	-2.8855E-03
-1.589	-2.8609E-03
-1.588	-2.8359E-03
-1.587	-2.8106E-03
-1.586	-2.7850E-03
-1.585	-2.7591E-03
-1.584	-2.7328E-03
-1.583	-2.7063E-03
-1.582	-2.6794E-03
-1.581	-2.6522E-03
-1.58	-2.6247E-03
-1.579	-2.5970E-03
-1.578	-2.5689E-03
-1.577	-2.5405E-03
-1.576	-2.5118E-03
-1.575	-2.4829E-03
-1.574	-2.4536E-03
-1.573	-2.4241E-03
-1.572	-2.3943E-03
-1.571	-2.3642E-03
-1.57	-2.3338E-03
-1.569	-2.3032E-03
-1.568	-2.2723E-03
-1.567	-2.2412E-03
-1.566	-2.2097E-03
-1.565	-2.1781E-03
-1.564	-2.1461E-03
-1.563	-2.1140E-03
-1.562	-2.0816E-03
-1.561	-2.0489E-03
-1.56	-2.0160E-03
-1.559	-1.9829E-03
-1.558	-1.9495E-03
-1.557	-1.9159E-03
-1.556	-1.8821E-03
-1.555	-1.8481E-03
-1.554	-1.8139E-03
-1.553	-1.7794E-03
-1.552	-1.7447E-03
-1.551	-1.7099E-03
-1.55	-1.6748E-03
-1.549	-1.6396E-03
-1.548	-1.6041E-03
-1.547	-1.5685E-03
-1.546	-1.5327E-03
-1.545	-1.4967E-03
-1.544	-1.4605E-03
-1.543	-1.4241E-03
-1.542	-1.3876E-03
-1.541	-1.3510E-03
-1.54	-1.3141E-03
-1.539	-1.2771E-03
-1.538	-1.2400E-03
-1.537	-1.2027E-03
-1.536	-1.1653E-03
-1.535	-1.1277E-03
-1.534	-1.0900E-03
-1.533	-1.0522E-03
-1.532	-1.0142E-03
-1.531	-9.7613E-04
-1.53	-9.3794E-04
-1.529	-8.9964E-04
-1.528	-8.6122E-04
-1.527	-8.2271E-04
-1.526	-7.8409E-04
-1.525	-7.4539E-04
-1.524	-7.0659E-04
-1.523	-6.6770E-04
-1.522	-6.2874E-04
-1.521	-5.8969E-04
-1.52	-5.5058E-04
-1.519	-5.1139E-04
-1.518	-4.7215E-04
-1.517	-4.3284E-04
-1.516	-3.9348E-04
-1.515	-3.5407E-04
-1.514	-3.1462E-04
-1.513	-2.7512E-04
-1.512	-2.3559E-04
-1.511	-1.9602E-04
-1.51	-1.5643E-04
-1.509	-1.1681E-04
-1.508	-7.7180E-05
-1.507	-3.7530E-05
-1.506	2.1200E-06
-1.505	4.1790E-05
-1.504	8.1450E-05
-1.503	1.2110E-04
-1.502	1.6075E-04
-1.501	2.0039E-04
-1.5	2.4000E-04
-1.499	2.7960E-04
-1.498	3.1916E-04
-1.497	3.5870E-04
-1.496	3.9820E-04
-1.495	4.3765E-04
-1.494	4.7707E-04
-1.493	5.1643E-04
-1.492	5.5574E-04
-1.491	5.9499E-04
-1.49	6.3417E-04
-1.489	6.7329E-04
-1.488	7.1233E-04
-1.487	7.5130E-04
-1.486	7.9019E-04
-1.485	8.2899E-04
-1.484	8.6770E-04
-1.483	9.0631E-04
-1.482	9.4483E-04
-1.481	9.8324E-04
-1.48	1.0215E-03
-1.479	1.0597E-03
-1.478	1.0978E-03
-1.477	1.1358E-03
-1.476	1.1736E-03
-1.475	1.2113E-03
-1.474	1.2488E-03
-1.473	1.2863E-03
-1.472	1.3235E-03
-1.471	1.3607E-03
-1.47	1.3977E-03
-1.469	1.4345E-03
-1.468	1.4711E-03
-1.467	1.5076E-03
-1.466	1.5440E-03
-1.465	1.5801E-03
-1.464	1.6161E-03
-1.463	1.6519E-03
-1.462	1.6875E-03
-1.461	1.7229E-03
-1.46	1.7581E-03
-1.459	1.7932E-03
-1.458	1.8280E-03
-1.457	1.8626E-03
-1.456	1.8970E-03
-1.455	1.9312E-03
-1.454	1.9652E-03
-1.453	1.9989E-03
-1.452	2.0325E-03
-1.451	2.0658E-03
-1.45	2.0988E-03
-1.449	2.1317E-03
-1.448	2.1643E-03
-1.447	2.1966E-03
-1.446	2.2287E-03
-1.445	2.2605E-03
-1.444	2.2921E-03
-1.443	2.3234E-03
-1.442	2.3545E-03
-1.441	2.3853E-03
-1.44	2.4158E-03
-1.439	2.4460E-03
-1.438	2.4760E-03
-1.437	2.5057E-03
-1.436	2.5351E-03
-1.435	2.5642E-03
-1.434	2.5930E-03
-1.433	2.6215E-03
-1.432	2.6498E-03
-1.431	2.6777E-03
-1.43	2.7053E-03
-1.429	2.7326E-03
-1.428	2.7596E-03
-1.427	2.7863E-03
-1.426	2.8127E-03
-1.425	2.8387E-03
-1.424	2.8644E-03
-1.423	2.8898E-03
-1.422	2.9149E-03
-1.421	2.9396E-03
-1.42	2.9640E-03
-1.419	2.9881E-03
-1.418	3.0118E-03
-1.417	3.0352E-03
-1.416	3.0582E-03
-1.415	3.0809E-03
-1.414	3.1032E-03
-1.413	3.1252E-03
-1.412	3.1468E-03
-1.411	3.1680E-03
-1.41	3.1889E-03
-1.409	3.2095E-03
-1.408	3.2296E-03
-1.407	3.2494E-03
-1.406	3.2688E-03
-1.405	3.2879E-03
-1.404	3.3065E-03
-1.403	3.3248E-03
-1.402	3.3427E-03
-1.401	3.3603E-03
-1.4	3.3774E-03
-1.399	3.3942E-03
-1.398	3.4105E-03
-1.397	3.4265E-03
-1.396	3.4421E-03
-1.395	3.4573E-03
-1.394	3.4721E-03
-1.393	3.4865E-03
-1.392	3.5005E-03
-1.391	3.5141E-03
-1.39	3.5273E-03
-1.389	3.5401E-03
-1.388	3.5525E-03
-1.387	3.5644E-03
-1.386	3.5760E-03
-1.385	3.5872E-03
-1.384	3.5979E-03
-1.383	3.6083E-03
-1.382	3.6182E-03
-1.381	3.6277E-03
-1.38	3.6368E-03
-1.379	3.6455E-03
-1.378	3.6538E-03
-1.377	3.6616E-03
-1.376	3.6691E-03
-1.375	3.6761E-03
-1.374	3.6827E-03
-1.373	3.6888E-03
-1.372	3.6946E-03
-1.371	3.6999E-03
-1.37	3.7048E-03
-1.369	3.7093E-03
-1.368	3.7133E-03
-1.367	3.7170E-03
-1.366	3.7202E-03
-1.365	3.7230E-03
-1.364	3.7253E-03
-1.363	3.7272E-03
-1.362	3.7288E-03
-1.361	3.7298E-03
-1.36	3.7305E-03
-1.359	3.7307E-03
-1.358	3.7305E-03
-1.357	3.7299E-03
-1.356	3.7288E-03
-1.355	3.7274E-03
-1.354	3.7255E-03
-1.353	3.7231E-03
-1.352	3.7204E-03
-1.351	3.7172E-03
-1.35	3.7136E-03
-1.349	3.7096E-03
-1.348	3.7052E-03
-1.347	3.7003E-03
-1.346	3.6950E-03
-1.345	3.6893E-03
-1.344	3.6832E-03
-1.343	3.6767E-03
-1.342	3.6697E-03
-1.341	3.6623E-03
-1.34	3.6545E-03
-1.339	3.6463E-03
-1.338	3.6377E-03
-1.337	3.6287E-03
-1.336	3.6192E-03
-1.335	3.6094E-03
-1.334	3.5991E-03
-1.333	3.5884E-03
-1.332	3.5774E-03
-1.331	3.5659E-03
-1.33	3.5540E-03
-1.329	3.5417E-03
-1.328	3.5290E-03
-1.327	3.5159E-03
-1.326	3.5025E-03
-1.325	3.4886E-03
-1.324	3.4743E-03
-1.323	3.4597E-03
-1.322	3.4446E-03
-1.321	3.4292E-03
-1.32	3.4134E-03
-1.319	3.3972E-03
-1.318	3.3806E-03
-1.317	3.3636E-03
-1.316	3.3463E-03
-1.315	3.3285E-03
-1.314	3.3105E-03
-1.313	3.2920E-03
-1.312	3.2732E-03
-1.311	3.2540E-03
-1.31	3.2344E-03
-1.309	3.2145E-03
-1.308	3.1942E-03
-1.307	3.1736E-03
-1.306	3.1526E-03
-1.305	3.1313E-03
-1.304	3.1096E-03
-1.303	3.0876E-03
-1.302	3.0652E-03
-1.301	3.0425E-03
-1.3	3.0195E-03
-1.299	2.9961E-03
-1.298	2.9724E-03
-1.297	2.9484E-03
-1.296	2.9240E-03
-1.295	2.8993E-03
-1.294	2.8743E-03
-1.293	2.8490E-03
-1.292	2.8234E-03
-1.291	2.7975E-03
-1.29	2.7712E-03
-1.289	2.7447E-03
-1.288	2.7179E-03
-1.287	2.6908E-03
-1.286	2.6633E-03
-1.285	2.6356E-03
-1.284	2.6076E-03
-1.283	2.5794E-03
-1.282	2.5508E-03
-1.281	2.5220E-03
-1.28	2.4929E-03
-1.279	2.4635E-03
-1.278	2.4339E-03
-1.277	2.4040E-03
-1.276	2.3739E-03
-1.275	2.3435E-03
-1.274	2.3129E-03
-1.273	2.2820E-03
-1.272	2.2509E-03
-1.271	2.2196E-03
-1.27	2.1880E-03
-1.269	2.1562E-03
-1.268	2.1241E-03
-1.267	2.0919E-03
-1.266	2.0594E-03
-1.265	2.0267E-03
-1.264	1.9938E-03
-1.263	1.9608E-03
-1.262	1.9275E-03
-1.261	1.8940E-03
-1.26	1.8603E-03
-1.259	1.8265E-03
-1.258	1.7924E-03
-1.257	1.7582E-03
-1.256	1.7238E-03
-1.255	1.6893E-03
-1.254	1.6545E-03
-1.253	1.6196E-03
-1.252	1.5846E-03
-1.251	1.5494E-03
-1.25	1.5141E-03
-1.249	1.4786E-03
-1.248	1.4430E-03
-1.247	1.4072E-03
-1.246	1.3714E-03
-1.245	1.3354E-03
-1.244	1.2992E-03
-1.243	1.2630E-03
-1.242	1.2267E-03
-1.241	1.1902E-03
-1.24	1.1536E-03
-1.239	1.1170E-03
-1.238	1.0803E-03
-1.237	1.0434E-03
-1.236	1.0065E-03
-1.235	9.6952E-04
-1.234	9.3245E-04
-1.233	8.9532E-04
-1.232	8.5813E-04
-1.231	8.2087E-04
-1.23	7.8356E-04
-1.229	7.4620E-04
-1.228	7.0880E-04
-1.227	6.7135E-04
-1.226	6.3387E-04
-1.225	5.9636E-04
-1.224	5.5882E-04
-1.223	5.2126E-04
-1.222	4.8368E-04
-1.221	4.4609E-04
-1.22	4.0850E-04
-1.219	3.7090E-04
-1.218	3.3330E-04
-1.217	2.9571E-04
-1.216	2.5813E-04
-1.215	2.2057E-04
-1.214	1.8303E-04
-1.213	1.4552E-04
-1.212	1.0803E-04
-1.211	7.0580E-05
-1.21	3.3170E-05
-1.209	-4.1900E-06
-1.208	-4.1510E-05
-1.207	-7.8770E-05
-1.206	-1.1598E-04
-1.205	-1.5312E-04
-1.204	-1.9019E-04
-1.203	-2.2719E-04
-1.202	-2.6411E-04
-1.201	-3.0096E-04
-1.2	-3.3771E-04
-1.199	-3.7438E-04
-1.198	-4.1095E-04
-1.197	-4.4741E-04
-1.196	-4.8378E-04
-1.195	-5.2004E-04
-1.194	-5.5618E-04
-1.193	-5.9220E-04
-1.192	-6.2811E-04
-1.191	-6.6388E-04
-1.19	-6.9952E-04
-1.189	-7.3503E-04
-1.188	-7.7040E-04
-1.187	-8.0562E-04
-1.186	-8.4070E-04
-1.185	-8.7562E-04
-1.184	-9.1039E-04
-1.183	-9.4499E-04
-1.182	-9.7943E-04
-1.181	-1.0137E-03
-1.18	-1.0478E-03
-1.179	-1.0817E-03
-1.178	-1.1154E-03
-1.177	-1.1490E-03
-1.176	-1.1823E-03
-1.175	-1.2155E-03
-1.174	-1.2485E-03
-1.173	-1.2812E-03
-1.172	-1.3138E-03
-1.171	-1.3461E-03
-1.17	-1.3782E-03
-1.169	-1.4101E-03
-1.168	-1.4418E-03
-1.167	-1.4733E-03
-1.166	-1.5045E-03
-1.165	-1.5355E-03
-1.164	-1.5662E-03
-1.163	-1.5968E-03
-1.162	-1.6270E-03
-1.161	-1.6570E-03
-1.16	-1.6868E-03
-1.159	-1.7163E-03
-1.158	-1.7456E-03
-1.157	-1.7746E-03
-1.156	-1.8033E-03
-1.155	-1.8318E-03
-1.154	-1.8599E-03
-1.153	-1.8879E-03
-1.152	-1.9155E-03
-1.151	-1.9428E-03
-1.15	-1.9699E-03
-1.149	-1.9967E-03
-1.148	-2.0232E-03
-1.147	-2.0493E-03
-1.146	-2.0752E-03
-1.145	-2.1008E-03
-1.144	-2.1261E-03
-1.143	-2.1511E-03
-1.142	-2.1758E-03
-1.141	-2.2001E-03
-1.14	-2.2242E-03
-1.139	-2.2479E-03
-1.138	-2.2713E-03
-1.137	-2.2944E-03
-1.136	-2.3172E-03
-1.135	-2.3396E-03
-1.134	-2.3617E-03
-1.133	-2.3835E-03
-1.132	-2.4050E-03
-1.131	-2.4261E-03
-1.13	-2.4468E-03
-1.129	-2.4673E-03
-1.128	-2.4874E-03
-1.127	-2.5071E-03
-1.126	-2.5265E-03
-1.125	-2.5455E-03
-1.124	-2.5642E-03
-1.123	-2.5826E-03
-1.122	-2.6006E-03
-1.121	-2.6182E-03
-1.12	-2.6355E-03
-1.119	-2.6524E-03
-1.118	-2.6690E-03
-1.117	-2.6852E-03
-1.116	-2.7010E-03
-1.115	-2.7165E-03
-1.114	-2.7316E-03
-1.113	-2.7463E-03
-1.112	-2.7607E-03
-1.111	-2.7747E-03
-1.11	-2.7883E-03
-1.109	-2.8016E-03
-1.108	-2.8145E-03
-1.107	-2.8270E-03
-1.106	-2.8391E-03
-1.105	-2.8509E-03
-1.104	-2.8623E-03
-1.103	-2.8733E-03
-1.102	-2.8839E-03
-1.101	-2.8942E-03
-1.1	-2.9040E-03
-1.099	-2.9135E-03
-1.098	-2.9227E-03
-1.097	-2.9314E-03
-1.096	-2.9398E-03
-1.095	-2.9478E-03
-1.094	-2.9554E-03
-1.093	-2.9626E-03
-1.092	-2.9695E-03
-1.091	-2.9759E-03
-1.09	-2.9820E-03
-1.089	-2.9877E-03
-1.088	-2.9931E-03
-1.087	-2.9980E-03
-1.086	-3.0026E-03
-1.085	-3.0068E-03
-1.084	-3.0106E-03
-1.083	-3.0141E-03
-1.082	-3.0172E-03
-1.081	-3.0199E-03
-1.08	-3.0222E-03
-1.079	-3.0241E-03
-1.078	-3.0257E-03
-1.077	-3.0269E-03
-1.076	-3.0278E-03
-1.075	-3.0282E-03
-1.074	-3.0283E-03
-1.073	-3.0281E-03
-1.072	-3.0275E-03
-1.071	-3.0265E-03
-1.07	-3.0251E-03
-1.069	-3.0234E-03
-1.068	-3.0213E-03
-1.067	-3.0189E-03
-1.066	-3.0161E-03
-1.065	-3.0130E-03
-1.064	-3.0095E-03
-1.063	-3.0056E-03
-1.062	-3.0014E-03
-1.061	-2.9969E-03
-1.06	-2.9920E-03
-1.059	-2.9868E-03
-1.058	-2.9812E-03
-1.057	-2.9753E-03
-1.056	-2.9690E-03
-1.055	-2.9625E-03
-1.054	-2.9555E-03
-1.053	-2.9483E-03
-1.052	-2.9407E-03
-1.051	-2.9329E-03
-1.05	-2.9246E-03
-1.049	-2.9161E-03
-1.048	-2.9073E-03
-1.047	-2.8981E-03
-1.046	-2.8886E-03
-1.045	-2.8789E-03
-1.044	-2.8688E-03
-1.043	-2.8584E-03
-1.042	-2.8477E-03
-1.041	-2.8368E-03
-1.04	-2.8255E-03
-1.039	-2.8139E-03
-1.038	-2.8021E-03
-1.037	-2.7900E-03
-1.036	-2.7776E-03
-1.035	-2.7649E-03
-1.034	-2.7520E-03
-1.033	-2.7388E-03
-1.032	-2.7253E-03
-1.031	-2.7115E-03
-1.03	-2.6975E-03
-1.029	-2.6833E-03
-1.028	-2.6688E-03
-1.027	-2.6541E-03
-1.026	-2.6391E-03
-1.025	-2.6239E-03
-1.024	-2.6084E-03
-1.023	-2.5927E-03
-1.022	-2.5768E-03
-1.021	-2.5607E-03
-1.02	-2.5443E-03
-1.019	-2.5278E-03
-1.018	-2.5110E-03
-1.017	-2.4940E-03
-1.016	-2.4769E-03
-1.015	-2.4595E-03
-1.014	-2.4419E-03
-1.013	-2.4242E-03
-1.012	-2.4063E-03
-1.011	-2.3882E-03
-1.01	-2.3699E-03
-1.009	-2.3515E-03
-1.008	-2.3329E-03
-1.007	-2.3141E-03
-1.006	-2.2952E-03
-1.005	-2.2761E-03
-1.004	-2.2569E-03
-1.003	-2.2375E-03
-1.002	-2.2181E-03
-1.001	-2.1984E-03
-1	-2.1787E-03
-0.999	-2.1589E-03
-0.998	-2.1389E-03
-0.997	-2.1188E-03
-0.996	-2.0986E-03
-0.995	-2.0783E-03
-0.994	-2.0580E-03
-0.993	-2.0375E-03
-0.992	-2.0169E-03
-0.991	-1.9963E-03
-0.99	-1.9756E-03
-0.989	-1.9548E-03
-0.988	-1.9340E-03
-0.987	-1.9131E-03
-0.986	-1.8922E-03
-0.985	-1.8712E-03
-0.984	-1.8502E-03
-0.983	-1.8291E-03
-0.982	-1.8080E-03
-0.981	-1.7869E-03
-0.98	-1.7658E-03
-0.979	-1.7446E-03
-0.978	-1.7234E-03
-0.977	-1.7023E-03
-0.976	-1.6811E-03
-0.975	-1.6599E-03
-0.974	-1.6388E-03
-0.973	-1.6177E-03
-0.972	-1.5966E-03
-0.971	-1.5755E-03
-0.97	-1.5545E-03
-0.969	-1.5335E-03
-0.968	-1.5125E-03
-0.967	-1.4916E-03
-0.966	-1.4708E-03
-0.965	-1.4500E-03
-0.964	-1.4293E-03
-0.963	-1.4087E-03
-0.962	-1.3881E-03
-0.961	-1.3676E-03
-0.96	-1.3473E-03
-0.959	-1.3270E-03
-0.958	-1.3068E-03
-0.957	-1.2867E-03
-0.956	-1.2667E-03
-0.955	-1.2469E-03
-0.954	-1.2272E-03
-0.953	-1.2076E-03
-0.952	-1.1881E-03
-0.951	-1.1688E-03
-0.95	-1.1496E-03
-0.949	-1.1306E-03
-0.948	-1.1117E-03
-0.947	-1.0930E-03
-0.946	-1.0744E-03
-0.945	-1.0560E-03
-0.944	-1.0378E-03
-0.943	-1.0198E-03
-0.942	-1.0020E-03
-0.941	-9.8431E-04
