# Example TAFTS LBLRTM output
# WN (cm^{-1})  Rad(mW m^{-2} sr^{-1} cm)
     101.140      1.25505
     101.150      1.25604
     101.160      1.25729
     101.170      1.25853
     101.180      1.25949
     101.190      1.25999
     101.200      1.25995
     101.210      1.25946
     101.220      1.25872
     101.230      1.25801
     101.240      1.25760
     101.250      1.25770
     101.260      1.25838
     101.270      1.25958
     101.280      1.26110
     101.290      1.26268
     101.300      1.26405
     101.310      1.26500
     101.320      1.26548
     101.330      1.26554
     101.340      1.26538
     101.350      1.26526
     101.360      1.26547
     101.370      1.26619
     101.380      1.26750
     101.390      1.26933
     101.400      1.27146
     101.410      1.27363
     101.420      1.27555
     101.430      1.27698
     101.440      1.27785
     101.450      1.27818
     101.460      1.27817
     101.470      1.27805
     101.480      1.27809
     101.490      1.27849
     101.500      1.27933
     101.510      1.28055
     101.520      1.28194
     101.530      1.28325
     101.540      1.28420
     101.550      1.28457
     101.560      1.28429
     101.570      1.28340
     101.580      1.28210
     101.590      1.28067
     101.600      1.27939
     101.610      1.27850
     101.620      1.27810
     101.630      1.27817
     101.640      1.27853
     101.650      1.27895
     101.660      1.27915
     101.670      1.27894
     101.680      1.27823
     101.690      1.27706
     101.700      1.27563
     101.710      1.27421
     101.720      1.27308
     101.730      1.27246
     101.740      1.27245
     101.750      1.27303
     101.760      1.27401
     101.770      1.27513
     101.780      1.27611
     101.790      1.27673
     101.800      1.27686
     101.810      1.27655
     101.820      1.27595
     101.830      1.27531
     101.840      1.27491
     101.850      1.27498
     101.860      1.27561
     101.870      1.27676
     101.880      1.27828
     101.890      1.27989
     101.900      1.28132
     101.910      1.28233
     101.920      1.28280
     101.930      1.28277
     101.940      1.28240
     101.950      1.28193
     101.960      1.28164
     101.970      1.28177
     101.980      1.28244
     101.990      1.28361
     102.000      1.28514
     102.010      1.28677
     102.020      1.28821
     102.030      1.28923
     102.040      1.28972
     102.050      1.28969
     102.060      1.28929
     102.070      1.28878
     102.080      1.28844
     102.090      1.28850
     102.100      1.28910
     102.110      1.29021
     102.120      1.29168
     102.130      1.29326
     102.140      1.29467
     102.150      1.29568
     102.160      1.29616
     102.170      1.29611
     102.180      1.29568
     102.190      1.29513
     102.200      1.29473
     102.210      1.29472
     102.220      1.29524
     102.230      1.29627
     102.240      1.29769
     102.250      1.29922
     102.260      1.30061
     102.270      1.30160
     102.280      1.30206
     102.290      1.30199
     102.300      1.30153
     102.310      1.30093
     102.320      1.30047
     102.330      1.30039
     102.340      1.30082
     102.350      1.30179
     102.360      1.30313
     102.370      1.30462
     102.380      1.30598
     102.390      1.30695
     102.400      1.30739
     102.410      1.30730
     102.420      1.30681
     102.430      1.30616
     102.440      1.30564
     102.450      1.30548
     102.460      1.30584
     102.470      1.30672
     102.480      1.30801
     102.490      1.30945
     102.500      1.31077
     102.510      1.31172
     102.520      1.31214
     102.530      1.31203
     102.540      1.31151
     102.550      1.31082
     102.560      1.31023
     102.570      1.31000
     102.580      1.31028
     102.590      1.31109
     102.600      1.31231
     102.610      1.31370
     102.620      1.31499
     102.630      1.31591
     102.640      1.31633
     102.650      1.31620
     102.660      1.31565
     102.670      1.31491
     102.680      1.31426
     102.690      1.31396
     102.700      1.31416
     102.710      1.31490
     102.720      1.31605
     102.730      1.31739
     102.740      1.31864
     102.750      1.31955
     102.760      1.31994
     102.770      1.31979
     102.780      1.31921
     102.790      1.31843
     102.800      1.31771
     102.810      1.31733
     102.820      1.31745
     102.830      1.31810
     102.840      1.31918
     102.850      1.32046
     102.860      1.32167
     102.870      1.32254
     102.880      1.32291
     102.890      1.32273
     102.900      1.32211
     102.910      1.32126
     102.920      1.32048
     102.930      1.32001
     102.940      1.32004
     102.950      1.32060
     102.960      1.32160
     102.970      1.32281
     102.980      1.32397
     102.990      1.32481
     103.000      1.32515
     103.010      1.32493
     103.020      1.32427
     103.030      1.32337
     103.040      1.32251
     103.050      1.32195
     103.060      1.32187
     103.070      1.32233
     103.080      1.32323
     103.090      1.32436
     103.100      1.32544
     103.110      1.32621
     103.120      1.32648
     103.130      1.32619
     103.140      1.32543
     103.150      1.32442
     103.160      1.32342
     103.170      1.32271
     103.180      1.32247
     103.190      1.32277
     103.200      1.32351
     103.210      1.32450
     103.220      1.32546
     103.230      1.32612
     103.240      1.32630
     103.250      1.32593
     103.260      1.32510
     103.270      1.32401
     103.280      1.32294
     103.290      1.32215
     103.300      1.32184
     103.310      1.32209
     103.320      1.32282
     103.330      1.32382
     103.340      1.32483
     103.350      1.32557
     103.360      1.32585
     103.370      1.32560
     103.380      1.32489
     103.390      1.32392
     103.400      1.32295
     103.410      1.32226
     103.420      1.32205
     103.430      1.32238
     103.440      1.32319
     103.450      1.32429
     103.460      1.32539
     103.470      1.32623
     103.480      1.32660
     103.490      1.32642
     103.500      1.32575
     103.510      1.32479
     103.520      1.32379
     103.530      1.32304
     103.540      1.32274
     103.550      1.32297
     103.560      1.32366
     103.570      1.32464
     103.580      1.32563
     103.590      1.32636
     103.600      1.32662
     103.610      1.32632
     103.620      1.32553
     103.630      1.32442
     103.640      1.32326
     103.650      1.32234
     103.660      1.32186
     103.670      1.32191
     103.680      1.32244
     103.690      1.32328
     103.700      1.32415
     103.710      1.32479
     103.720      1.32497
     103.730      1.32461
     103.740      1.32375
     103.750      1.32258
     103.760      1.32135
     103.770      1.32035
     103.780      1.31979
     103.790      1.31977
     103.800      1.32025
     103.810      1.32105
     103.820      1.32192
     103.830      1.32257
     103.840      1.32279
     103.850      1.32247
     103.860      1.32165
     103.870      1.32051
     103.880      1.31931
     103.890      1.31833
     103.900      1.31778
     103.910      1.31778
     103.920      1.31829
     103.930      1.31914
     103.940      1.32007
     103.950      1.32082
     103.960      1.32116
     103.970      1.32097
     103.980      1.32030
     103.990      1.31931
     104.000      1.31827
     104.010      1.31746
     104.020      1.31711
     104.030      1.31734
     104.040      1.31813
     104.050      1.31932
     104.060      1.32065
     104.070      1.32186
     104.080      1.32272
     104.090      1.32310
     104.100      1.32304
     104.110      1.32269
     104.120      1.32231
     104.130      1.32216
     104.140      1.32249
     104.150      1.32339
     104.160      1.32486
     104.170      1.32671
     104.180      1.32870
     104.190      1.33053
     104.200      1.33196
     104.210      1.33286
     104.220      1.33322
     104.230      1.33320
     104.240      1.33304
     104.250      1.33302
     104.260      1.33336
     104.270      1.33420
     104.280      1.33552
     104.290      1.33718
     104.300      1.33894
     104.310      1.34053
     104.320      1.34170
     104.330      1.34235
     104.340      1.34249
     104.350      1.34227
     104.360      1.34196
     104.370      1.34183
     104.380      1.34214
     104.390      1.34304
     104.400      1.34452
     104.410      1.34644
     104.420      1.34856
     104.430      1.35060
     104.440      1.35230
     104.450      1.35351
     104.460      1.35421
     104.470      1.35454
     104.480      1.35470
     104.490      1.35497
     104.500      1.35556
     104.510      1.35659
     104.520      1.35806
     104.530      1.35980
     104.540      1.36155
     104.550      1.36302
     104.560      1.36395
     104.570      1.36418
     104.580      1.36369
     104.590      1.36261
     104.600      1.36118
     104.610      1.35968
     104.620      1.35837
     104.630      1.35741
     104.640      1.35684
     104.650      1.35654
     104.660      1.35629
     104.670      1.35584
     104.680      1.35497
     104.690      1.35353
     104.700      1.35154
     104.710      1.34913
     104.720      1.34658
     104.730      1.34416
     104.740      1.34215
     104.750      1.34073
     104.760      1.33992
     104.770      1.33963
     104.780      1.33962
     104.790      1.33962
     104.800      1.33937
     104.810      1.33873
     104.820      1.33766
     104.830      1.33626
     104.840      1.33478
     104.850      1.33347
     104.860      1.33259
     104.870      1.33229
     104.880      1.33261
     104.890      1.33341
     104.900      1.33446
     104.910      1.33549
     104.920      1.33623
     104.930      1.33649
     104.940      1.33625
     104.950      1.33560
     104.960      1.33477
     104.970      1.33402
     104.980      1.33361
     104.990      1.33371
     105.000      1.33436
     105.010      1.33545
     105.020      1.33676
     105.030      1.33800
     105.040      1.33892
     105.050      1.33934
     105.060      1.33921
     105.070      1.33864
     105.080      1.33784
     105.090      1.33709
     105.100      1.33665
     105.110      1.33670
     105.120      1.33728
     105.130      1.33830
     105.140      1.33954
     105.150      1.34073
     105.160      1.34160
     105.170      1.34197
     105.180      1.34180
     105.190      1.34117
     105.200      1.34030
     105.210      1.33947
     105.220      1.33894
     105.230      1.33890
     105.240      1.33941
     105.250      1.34039
     105.260      1.34162
     105.270      1.34285
     105.280      1.34380
     105.290      1.34430
     105.300      1.34430
     105.310      1.34389
     105.320      1.34329
     105.330      1.34277
     105.340      1.34262
     105.350      1.34303
     105.360      1.34408
     105.370      1.34569
     105.380      1.34767
     105.390      1.34974
     105.400      1.35165
     105.410      1.35320
     105.420      1.35433
     105.430      1.35511
     105.440      1.35574
     105.450      1.35648
     105.460      1.35758
     105.470      1.35924
     105.480      1.36150
     105.490      1.36427
     105.500      1.36734
     105.510      1.37040
     105.520      1.37317
     105.530      1.37541
     105.540      1.37703
     105.550      1.37807
     105.560      1.37869
     105.570      1.37915
     105.580      1.37968
     105.590      1.38049
     105.600      1.38162
     105.610      1.38300
     105.620      1.38444
     105.630      1.38565
     105.640      1.38637
     105.650      1.38640
     105.660      1.38566
     105.670      1.38422
     105.680      1.38230
     105.690      1.38018
     105.700      1.37814
     105.710      1.37644
     105.720      1.37517
     105.730      1.37431
     105.740      1.37369
     105.750      1.37309
     105.760      1.37224
     105.770      1.37097
     105.780      1.36920
     105.790      1.36701
     105.800      1.36460
     105.810      1.36224
     105.820      1.36022
     105.830      1.35876
     105.840      1.35797
     105.850      1.35781
     105.860      1.35808
     105.870      1.35854
     105.880      1.35891
     105.890      1.35895
     105.900      1.35858
     105.910      1.35783
     105.920      1.35687
     105.930      1.35596
     105.940      1.35536
     105.950      1.35528
     105.960      1.35582
     105.970      1.35692
     105.980      1.35842
     105.990      1.36003
     106.000      1.36147
     106.010      1.36252
     106.020      1.36305
     106.030      1.36310
     106.040      1.36282
     106.050      1.36247
     106.060      1.36231
     106.070      1.36257
     106.080      1.36333
     106.090      1.36457
     106.100      1.36611
     106.110      1.36769
     106.120      1.36903
     106.130      1.36990
     106.140      1.37019
     106.150      1.36993
     106.160      1.36927
     106.170      1.36848
     106.180      1.36783
     106.190      1.36757
     106.200      1.36782
     106.210      1.36856
     106.220      1.36963
     106.230      1.37079
     106.240      1.37178
     106.250      1.37237
     106.260      1.37244
     106.270      1.37202
     106.280      1.37127
     106.290      1.37046
     106.300      1.36986
     106.310      1.36970
     106.320      1.37013
     106.330      1.37111
     106.340      1.37251
     106.350      1.37406
     106.360      1.37549
     106.370      1.37657
     106.380      1.37714
     106.390      1.37724
     106.400      1.37699
     106.410      1.37665
     106.420      1.37648
     106.430      1.37672
     106.440      1.37750
     106.450      1.37881
     106.460      1.38050
     106.470      1.38232
     106.480      1.38398
     106.490      1.38525
     106.500      1.38599
     106.510      1.38620
     106.520      1.38601
     106.530      1.38568
     106.540      1.38548
     106.550      1.38565
     106.560      1.38634
     106.570      1.38753
     106.580      1.38910
     106.590      1.39079
     106.600      1.39234
     106.610      1.39349
     106.620      1.39411
     106.630      1.39417
     106.640      1.39383
     106.650      1.39331
     106.660      1.39289
     106.670      1.39281
     106.680      1.39323
     106.690      1.39414
     106.700      1.39541
     106.710      1.39680
     106.720      1.39804
     106.730      1.39887
     106.740      1.39914
     106.750      1.39883
     106.760      1.39808
     106.770      1.39711
     106.780      1.39620
     106.790      1.39560
     106.800      1.39547
     106.810      1.39583
     106.820      1.39655
     106.830      1.39740
     106.840      1.39811
     106.850      1.39843
     106.860      1.39821
     106.870      1.39742
     106.880      1.39619
     106.890      1.39477
     106.900      1.39342
     106.910      1.39241
     106.920      1.39191
     106.930      1.39194
     106.940      1.39239
     106.950      1.39305
     106.960      1.39364
     106.970      1.39391
     106.980      1.39370
     106.990      1.39298
     107.000      1.39188
     107.010      1.39062
     107.020      1.38947
     107.030      1.38871
     107.040      1.38850
     107.050      1.38887
     107.060      1.38972
     107.070      1.39083
     107.080      1.39191
     107.090      1.39273
     107.100      1.39309
     107.110      1.39296
     107.120      1.39246
     107.130      1.39179
     107.140      1.39123
     107.150      1.39103
     107.160      1.39137
     107.170      1.39229
     107.180      1.39368
     107.190      1.39532
     107.200      1.39692
     107.210      1.39823
     107.220      1.39906
     107.230      1.39936
     107.240      1.39921
     107.250      1.39884
     107.260      1.39849
     107.270      1.39844
     107.280      1.39885
     107.290      1.39977
     107.300      1.40110
     107.310      1.40263
     107.320      1.40406
     107.330      1.40514
     107.340      1.40567
     107.350      1.40560
     107.360      1.40502
     107.370      1.40414
     107.380      1.40322
     107.390      1.40253
     107.400      1.40226
     107.410      1.40248
     107.420      1.40310
     107.430      1.40392
     107.440      1.40468
     107.450      1.40511
     107.460      1.40504
     107.470      1.40440
     107.480      1.40330
     107.490      1.40194
     107.500      1.40060
     107.510      1.39957
     107.520      1.39903
     107.530      1.39907
     107.540      1.39962
     107.550      1.40047
     107.560      1.40138
     107.570      1.40206
     107.580      1.40233
     107.590      1.40211
     107.600      1.40148
     107.610      1.40064
     107.620      1.39985
     107.630      1.39937
     107.640      1.39939
     107.650      1.39998
     107.660      1.40107
     107.670      1.40245
     107.680      1.40385
     107.690      1.40498
     107.700      1.40563
     107.710      1.40572
     107.720      1.40532
     107.730      1.40460
     107.740      1.40383
     107.750      1.40329
     107.760      1.40316
     107.770      1.40355
     107.780      1.40439
     107.790      1.40550
     107.800      1.40661
     107.810      1.40747
     107.820      1.40788
     107.830      1.40775
     107.840      1.40715
     107.850      1.40629
     107.860      1.40543
     107.870      1.40485
     107.880      1.40478
     107.890      1.40530
     107.900      1.40638
     107.910      1.40783
     107.920      1.40938
     107.930      1.41078
     107.940      1.41180
     107.950      1.41234
     107.960      1.41246
     107.970      1.41233
     107.980      1.41219
     107.990      1.41232
     108.000      1.41293
     108.010      1.41411
     108.020      1.41580
     108.030      1.41781
     108.040      1.41989
     108.050      1.42174
     108.060      1.42315
     108.070      1.42401
     108.080      1.42434
     108.090      1.42433
     108.100      1.42423
     108.110      1.42431
     108.120      1.42480
     108.130      1.42579
     108.140      1.42727
     108.150      1.42906
     108.160      1.43090
     108.170      1.43253
     108.180      1.43373
     108.190      1.43440
     108.200      1.43456
     108.210      1.43440
     108.220      1.43418
     108.230      1.43417
     108.240      1.43460
     108.250      1.43559
     108.260      1.43711
     108.270      1.43901
     108.280      1.44102
     108.290      1.44286
     108.300      1.44432
     108.310      1.44527
     108.320      1.44573
     108.330      1.44585
     108.340      1.44589
     108.350      1.44611
     108.360      1.44674
     108.370      1.44790
     108.380      1.44957
     108.390      1.45157
     108.400      1.45366
     108.410      1.45555
     108.420      1.45701
     108.430      1.45791
     108.440      1.45826
     108.450      1.45822
     108.460      1.45803
     108.470      1.45796
     108.480      1.45826
     108.490      1.45906
     108.500      1.46033
     108.510      1.46193
     108.520      1.46362
     108.530      1.46512
     108.540      1.46620
     108.550      1.46673
     108.560      1.46671
     108.570      1.46629
     108.580      1.46573
     108.590      1.46530
     108.600      1.46523
     108.610      1.46568
     108.620      1.46663
     108.630      1.46795
     108.640      1.46939
     108.650      1.47068
     108.660      1.47157
     108.670      1.47193
     108.680      1.47177
     108.690      1.47121
     108.700      1.47050
     108.710      1.46992
     108.720      1.46971
     108.730      1.47001
     108.740      1.47084
     108.750      1.47205
     108.760      1.47341
     108.770      1.47463
     108.780      1.47549
     108.790      1.47582
     108.800      1.47562
     108.810      1.47502
     108.820      1.47426
     108.830      1.47361
     108.840      1.47333
     108.850      1.47356
     108.860      1.47430
     108.870      1.47545
     108.880      1.47675
     108.890      1.47793
     108.900      1.47875
     108.910      1.47905
     108.920      1.47881
     108.930      1.47815
     108.940      1.47731
     108.950      1.47657
     108.960      1.47617
     108.970      1.47627
     108.980      1.47689
     108.990      1.47791
     109.000      1.47911
     109.010      1.48021
     109.020      1.48095
     109.030      1.48117
     109.040      1.48086
     109.050      1.48012
     109.060      1.47919
     109.070      1.47835
     109.080      1.47784
     109.090      1.47783
     109.100      1.47835
     109.110      1.47929
     109.120      1.48042
     109.130      1.48147
     109.140      1.48219
     109.150      1.48240
     109.160      1.48207
     109.170      1.48131
     109.180      1.48035
     109.190      1.47945
     109.200      1.47888
     109.210      1.47881
     109.220      1.47927
     109.230      1.48015
     109.240      1.48125
     109.250      1.48227
     109.260      1.48297
     109.270      1.48317
     109.280      1.48283
     109.290      1.48205
     109.300      1.48105
     109.310      1.48011
     109.320      1.47947
     109.330      1.47932
     109.340      1.47971
     109.350      1.48054
     109.360      1.48159
     109.370      1.48259
     109.380      1.48328
     109.390      1.48348
     109.400      1.48313
     109.410      1.48235
     109.420      1.48132
     109.430      1.48034
     109.440      1.47965
     109.450      1.47944
     109.460      1.47977
     109.470      1.48054
     109.480      1.48154
     109.490      1.48251
     109.500      1.48318
     109.510      1.48336
     109.520      1.48299
     109.530      1.48215
     109.540      1.48106
     109.550      1.47999
     109.560      1.47919
     109.570      1.47886
     109.580      1.47905
     109.590      1.47969
     109.600      1.48057
     109.610      1.48141
     109.620      1.48196
     109.630      1.48202
     109.640      1.48152
     109.650      1.48053
     109.660      1.47926
     109.670      1.47797
     109.680      1.47693
     109.690      1.47633
     109.700      1.47624
     109.710      1.47659
     109.720      1.47717
     109.730      1.47772
     109.740      1.47796
     109.750      1.47771
     109.760      1.47688
     109.770      1.47555
     109.780      1.47391
     109.790      1.47224
     109.800      1.47080
     109.810      1.46980
     109.820      1.46932
     109.830      1.46930
     109.840      1.46956
     109.850      1.46983
     109.860      1.46985
     109.870      1.46943
     109.880      1.46849
     109.890      1.46710
     109.900      1.46545
     109.910      1.46381
     109.920      1.46247
     109.930      1.46163
     109.940      1.46138
     109.950      1.46168
     109.960      1.46233
     109.970      1.46307
     109.980      1.46364
     109.990      1.46382
     110.000      1.46353
     110.010      1.46281
     110.020      1.46184
     110.030      1.46088
     110.040      1.46020
     110.050      1.46000
     110.060      1.46037
     110.070      1.46125
     110.080      1.46247
     110.090      1.46373
     110.100      1.46478
     110.110      1.46539
     110.120      1.46545
     110.130      1.46501
     110.140      1.46423
     110.150      1.46337
     110.160      1.46270
     110.170      1.46244
     110.180      1.46268
     110.190      1.46338
     110.200      1.46436
     110.210      1.46538
     110.220      1.46615
     110.230      1.46645
     110.240      1.46619
     110.250      1.46541
     110.260      1.46426
     110.270      1.46302
     110.280      1.46196
     110.290      1.46130
     110.300      1.46116
     110.310      1.46150
     110.320      1.46217
     110.330      1.46290
     110.340      1.46342
     110.350      1.46352
     110.360      1.46309
     110.370      1.46214
     110.380      1.46086
     110.390      1.45948
     110.400      1.45830
     110.410      1.45753
     110.420      1.45729
     110.430      1.45757
     110.440      1.45820
     110.450      1.45892
     110.460      1.45948
     110.470      1.45963
     110.480      1.45926
     110.490      1.45839
     110.500      1.45718
     110.510      1.45588
     110.520      1.45475
     110.530      1.45405
     110.540      1.45388
     110.550      1.45423
     110.560      1.45496
     110.570      1.45581
     110.580      1.45650
     110.590      1.45681
     110.600      1.45661
     110.610      1.45591
     110.620      1.45487
     110.630      1.45371
     110.640      1.45274
     110.650      1.45217
     110.660      1.45214
     110.670      1.45265
     110.680      1.45355
     110.690      1.45459
     110.700      1.45551
     110.710      1.45607
     110.720      1.45613
     110.730      1.45571
     110.740      1.45494
     110.750      1.45408
     110.760      1.45341
     110.770      1.45318
     110.780      1.45352
     110.790      1.45445
     110.800      1.45584
     110.810      1.45745
     110.820      1.45902
     110.830      1.46032
     110.840      1.46120
     110.850      1.46169
     110.860      1.46190
     110.870      1.46210
     110.880      1.46256
     110.890      1.46353
     110.900      1.46515
     110.910      1.46743
     110.920      1.47023
     110.930      1.47331
     110.940      1.47638
     110.950      1.47919
     110.960      1.48157
     110.970      1.48347
     110.980      1.48502
     110.990      1.48642
     111.000      1.48791
     111.010      1.48972
     111.020      1.49197
     111.030      1.49464
     111.040      1.49758
     111.050      1.50053
     111.060      1.50320
     111.070      1.50530
     111.080      1.50666
     111.090      1.50725
     111.100      1.50716
     111.110      1.50663
     111.120      1.50591
     111.130      1.50526
     111.140      1.50484
     111.150      1.50469
     111.160      1.50471
     111.170      1.50468
     111.180      1.50436
     111.190      1.50351
     111.200      1.50199
     111.210      1.49981
     111.220      1.49712
     111.230      1.49415
     111.240      1.49122
     111.250      1.48860
     111.260      1.48649
     111.270      1.48495
     111.280      1.48390
     111.290      1.48311
     111.300      1.48235
     111.310      1.48137
     111.320      1.48001
     111.330      1.47824
     111.340      1.47618
     111.350      1.47403
     111.360      1.47208
     111.370      1.47058
     111.380      1.46970
     111.390      1.46947
     111.400      1.46978
     111.410      1.47042
     111.420      1.47110
     111.430      1.47156
     111.440      1.47160
     111.450      1.47119
     111.460      1.47040
     111.470      1.46945
     111.480      1.46859
     111.490      1.46810
     111.500      1.46813
     111.510      1.46873
     111.520      1.46981
     111.530      1.47116
     111.540      1.47249
     111.550      1.47354
     111.560      1.47414
     111.570      1.47422
     111.580      1.47388
     111.590      1.47333
     111.600      1.47282
     111.610      1.47263
     111.620      1.47294
     111.630      1.47380
     111.640      1.47513
     111.650      1.47672
     111.660      1.47830
     111.670      1.47962
     111.680      1.48047
     111.690      1.48080
     111.700      1.48068
     111.710      1.48033
     111.720      1.48001
     111.730      1.47998
     111.740      1.48043
     111.750      1.48143
     111.760      1.48290
     111.770      1.48464
     111.780      1.48639
     111.790      1.48786
     111.800      1.48888
     111.810      1.48936
     111.820      1.48939
     111.830      1.48916
     111.840      1.48894
     111.850      1.48899
     111.860      1.48951
     111.870      1.49057
     111.880      1.49210
     111.890      1.49392
     111.900      1.49574
     111.910      1.49730
     111.920      1.49841
     111.930      1.49898
     111.940      1.49909
     111.950      1.49891
     111.960      1.49872
     111.970      1.49879
     111.980      1.49932
     111.990      1.50038
     112.000      1.50191
     112.010      1.50373
     112.020      1.50558
     112.030      1.50718
     112.040      1.50833
     112.050      1.50894
     112.060      1.50907
     112.070      1.50890
     112.080      1.50871
     112.090      1.50875
     112.100      1.50923
     112.110      1.51025
     112.120      1.51175
     112.130      1.51354
     112.140      1.51538
     112.150      1.51698
     112.160      1.51813
     112.170      1.51875
     112.180      1.51888
     112.190      1.51870
     112.200      1.51847
     112.210      1.51846
     112.220      1.51889
     112.230      1.51985
     112.240      1.52130
     112.250      1.52306
     112.260      1.52487
     112.270      1.52646
     112.280      1.52762
     112.290      1.52824
     112.300      1.52837
     112.310      1.52817
     112.320      1.52791
     112.330      1.52786
     112.340      1.52824
     112.350      1.52914
     112.360      1.53054
     112.370      1.53226
     112.380      1.53405
     112.390      1.53563
     112.400      1.53679
     112.410      1.53741
     112.420      1.53753
     112.430      1.53732
     112.440      1.53702
     112.450      1.53692
     112.460      1.53723
     112.470      1.53806
     112.480      1.53940
     112.490      1.54106
     112.500      1.54281
     112.510      1.54437
     112.520      1.54551
     112.530      1.54611
     112.540      1.54621
     112.550      1.54596
     112.560      1.54562
     112.570      1.54545
     112.580      1.54568
     112.590      1.54643
     112.600      1.54769
     112.610      1.54930
     112.620      1.55100
     112.630      1.55253
     112.640      1.55365
     112.650      1.55424
     112.660      1.55433
     112.670      1.55405
     112.680      1.55366
     112.690      1.55343
     112.700      1.55359
     112.710      1.55428
     112.720      1.55547
     112.730      1.55702
     112.740      1.55869
     112.750      1.56020
     112.760      1.56131
     112.770      1.56189
     112.780      1.56196
     112.790      1.56166
     112.800      1.56123
     112.810      1.56095
     112.820      1.56105
     112.830      1.56166
     112.840      1.56279
     112.850      1.56429
     112.860      1.56592
     112.870      1.56740
     112.880      1.56850
     112.890      1.56908
     112.900      1.56914
     112.910      1.56881
     112.920      1.56834
     112.930      1.56801
     112.940      1.56804
     112.950      1.56859
     112.960      1.56965
     112.970      1.57110
     112.980      1.57269
     112.990      1.57415
     113.000      1.57524
     113.010      1.57581
     113.020      1.57586
     113.030      1.57552
     113.040      1.57501
     113.050      1.57463
     113.060      1.57460
     113.070      1.57508
     113.080      1.57608
     113.090      1.57748
     113.100      1.57903
     113.110      1.58048
     113.120      1.58156
     113.130      1.58213
     113.140      1.58217
     113.150      1.58181
     113.160      1.58128
     113.170      1.58084
     113.180      1.58076
     113.190      1.58118
     113.200      1.58212
     113.210      1.58347
     113.220      1.58499
     113.230      1.58641
     113.240      1.58749
     113.250      1.58806
     113.260      1.58810
     113.270      1.58773
     113.280      1.58717
     113.290      1.58669
     113.300      1.58655
     113.310      1.58691
     113.320      1.58780
     113.330      1.58910
     113.340      1.59059
     113.350      1.59200
     113.360      1.59308
     113.370      1.59365
     113.380      1.59370
     113.390      1.59332
     113.400      1.59274
     113.410      1.59224
     113.420      1.59205
     113.430      1.59236
     113.440      1.59320
     113.450      1.59447
     113.460      1.59594
     113.470      1.59735
     113.480      1.59843
     113.490      1.59902
     113.500      1.59908
     113.510      1.59871
     113.520      1.59812
     113.530      1.59759
     113.540      1.59736
     113.550      1.59763
     113.560      1.59842
     113.570      1.59965
     113.580      1.60110
     113.590      1.60249
     113.600      1.60358
     113.610      1.60418
     113.620      1.60425
     113.630      1.60387
     113.640      1.60326
     113.650      1.60270
     113.660      1.60243
     113.670      1.60264
     113.680      1.60337
     113.690      1.60456
     113.700      1.60597
     113.710      1.60735
     113.720      1.60844
     113.730      1.60904
     113.740      1.60911
     113.750      1.60873
     113.760      1.60811
     113.770      1.60750
     113.780      1.60719
     113.790      1.60734
     113.800      1.60803
     113.810      1.60917
     113.820      1.61055
     113.830      1.61192
     113.840      1.61301
     113.850      1.61362
     113.860      1.61370
     113.870      1.61332
     113.880      1.61269
