# Example TAFTS LBLRTM output
# WN (cm^{-1})  Rad(mW m^{-2} sr^{-1} cm)
     175.342      2.91311
     175.352      2.91267
     175.362      2.91198
     175.372      2.91116
     175.382      2.91033
     175.392      2.90964
     175.402      2.90918
     175.412      2.90899
     175.422      2.90903
     175.432      2.90917
     175.442      2.90926
     175.452      2.90913
     175.462      2.90868
     175.472      2.90785
     175.482      2.90666
     175.492      2.90521
     175.502      2.90367
     175.512      2.90216
     175.522      2.90082
     175.532      2.89970
     175.542      2.89875
     175.552      2.89790
     175.562      2.89698
     175.572      2.89586
     175.582      2.89443
     175.592      2.89263
     175.602      2.89051
     175.612      2.88818
     175.622      2.88579
     175.632      2.88350
     175.642      2.88144
     175.652      2.87968
     175.662      2.87821
     175.672      2.87694
     175.682      2.87573
     175.692      2.87447
     175.702      2.87304
     175.712      2.87141
     175.722      2.86961
     175.732      2.86778
     175.742      2.86606
     175.752      2.86464
     175.762      2.86364
     175.772      2.86315
     175.782      2.86315
     175.792      2.86356
     175.802      2.86425
     175.812      2.86507
     175.822      2.86590
     175.832      2.86667
     175.842      2.86741
     175.852      2.86819
     175.862      2.86913
     175.872      2.87038
     175.882      2.87204
     175.892      2.87413
     175.902      2.87661
     175.912      2.87935
     175.922      2.88219
     175.932      2.88494
     175.942      2.88742
     175.952      2.88955
     175.962      2.89131
     175.972      2.89274
     175.982      2.89396
     175.992      2.89509
     176.002      2.89624
     176.012      2.89744
     176.022      2.89869
     176.032      2.89986
     176.042      2.90083
     176.052      2.90143
     176.062      2.90154
     176.072      2.90110
     176.082      2.90014
     176.092      2.89876
     176.102      2.89711
     176.112      2.89537
     176.122      2.89369
     176.132      2.89217
     176.142      2.89083
     176.152      2.88961
     176.162      2.88841
     176.172      2.88710
     176.182      2.88559
     176.192      2.88382
     176.202      2.88183
     176.212      2.87972
     176.222      2.87764
     176.232      2.87578
     176.242      2.87427
     176.252      2.87319
     176.262      2.87257
     176.272      2.87231
     176.282      2.87230
     176.292      2.87238
     176.302      2.87242
     176.312      2.87234
     176.322      2.87214
     176.332      2.87187
     176.342      2.87167
     176.352      2.87168
     176.362      2.87201
     176.372      2.87272
     176.382      2.87381
     176.392      2.87518
     176.402      2.87669
     176.412      2.87817
     176.422      2.87946
     176.432      2.88048
     176.442      2.88121
     176.452      2.88172
     176.462      2.88211
     176.472      2.88252
     176.482      2.88310
     176.492      2.88390
     176.502      2.88494
     176.512      2.88612
     176.522      2.88733
     176.532      2.88840
     176.542      2.88921
     176.552      2.88966
     176.562      2.88975
     176.572      2.88956
     176.582      2.88921
     176.592      2.88885
     176.602      2.88863
     176.612      2.88864
     176.622      2.88888
     176.632      2.88930
     176.642      2.88977
     176.652      2.89015
     176.662      2.89030
     176.672      2.89015
     176.682      2.88967
     176.692      2.88894
     176.702      2.88809
     176.712      2.88726
     176.722      2.88660
     176.732      2.88620
     176.742      2.88607
     176.752      2.88616
     176.762      2.88633
     176.772      2.88644
     176.782      2.88635
     176.792      2.88597
     176.802      2.88528
     176.812      2.88435
     176.822      2.88329
     176.832      2.88226
     176.842      2.88140
     176.852      2.88080
     176.862      2.88047
     176.872      2.88037
     176.882      2.88037
     176.892      2.88032
     176.902      2.88009
     176.912      2.87959
     176.922      2.87879
     176.932      2.87775
     176.942      2.87660
     176.952      2.87549
     176.962      2.87456
     176.972      2.87391
     176.982      2.87356
     176.992      2.87346
     177.002      2.87350
     177.012      2.87354
     177.022      2.87343
     177.032      2.87308
     177.042      2.87247
     177.052      2.87165
     177.062      2.87074
     177.072      2.86989
     177.082      2.86924
     177.092      2.86890
     177.102      2.86889
     177.112      2.86918
     177.122      2.86964
     177.132      2.87014
     177.142      2.87054
     177.152      2.87075
     177.162      2.87075
     177.172      2.87058
     177.182      2.87039
     177.192      2.87031
     177.202      2.87052
     177.212      2.87113
     177.222      2.87218
     177.232      2.87366
     177.242      2.87546
     177.252      2.87747
     177.262      2.87956
     177.272      2.88164
     177.282      2.88371
     177.292      2.88582
     177.302      2.88808
     177.312      2.89066
     177.322      2.89371
     177.332      2.89732
     177.342      2.90153
     177.352      2.90628
     177.362      2.91144
     177.372      2.91685
     177.382      2.92232
     177.392      2.92770
     177.402      2.93291
     177.412      2.93793
     177.422      2.94280
     177.432      2.94760
     177.442      2.95242
     177.452      2.95727
     177.462      2.96215
     177.472      2.96693
     177.482      2.97145
     177.492      2.97551
     177.502      2.97891
     177.512      2.98149
     177.522      2.98318
     177.532      2.98397
     177.542      2.98397
     177.552      2.98329
     177.562      2.98209
     177.572      2.98051
     177.582      2.97861
     177.592      2.97640
     177.602      2.97382
     177.612      2.97079
     177.622      2.96723
     177.632      2.96308
     177.642      2.95837
     177.652      2.95320
     177.662      2.94774
     177.672      2.94220
     177.682      2.93678
     177.692      2.93167
     177.702      2.92696
     177.712      2.92268
     177.722      2.91877
     177.732      2.91513
     177.742      2.91163
     177.752      2.90820
     177.762      2.90478
     177.772      2.90141
     177.782      2.89819
     177.792      2.89525
     177.802      2.89273
     177.812      2.89073
     177.822      2.88928
     177.832      2.88835
     177.842      2.88783
     177.852      2.88756
     177.862      2.88736
     177.872      2.88711
     177.882      2.88674
     177.892      2.88624
     177.902      2.88570
     177.912      2.88523
     177.922      2.88497
     177.932      2.88504
     177.942      2.88547
     177.952      2.88623
     177.962      2.88725
     177.972      2.88836
     177.982      2.88943
     177.992      2.89033
     178.002      2.89100
     178.012      2.89146
     178.022      2.89178
     178.032      2.89210
     178.042      2.89257
     178.052      2.89331
     178.062      2.89437
     178.072      2.89574
     178.082      2.89733
     178.092      2.89901
     178.102      2.90062
     178.112      2.90205
     178.122      2.90322
     178.132      2.90415
     178.142      2.90492
     178.152      2.90565
     178.162      2.90648
     178.172      2.90755
     178.182      2.90890
     178.192      2.91051
     178.202      2.91231
     178.212      2.91416
     178.222      2.91589
     178.232      2.91739
     178.242      2.91858
     178.252      2.91946
     178.262      2.92011
     178.272      2.92065
     178.282      2.92122
     178.292      2.92194
     178.302      2.92288
     178.312      2.92403
     178.322      2.92530
     178.332      2.92658
     178.342      2.92770
     178.352      2.92855
     178.362      2.92907
     178.372      2.92925
     178.382      2.92919
     178.392      2.92901
     178.402      2.92887
     178.412      2.92891
     178.422      2.92921
     178.432      2.92978
     178.442      2.93056
     178.452      2.93143
     178.462      2.93226
     178.472      2.93294
     178.482      2.93341
     178.492      2.93369
     178.502      2.93385
     178.512      2.93403
     178.522      2.93439
     178.532      2.93508
     178.542      2.93617
     178.552      2.93767
     178.562      2.93952
     178.572      2.94159
     178.582      2.94376
     178.592      2.94587
     178.602      2.94785
     178.612      2.94970
     178.622      2.95147
     178.632      2.95327
     178.642      2.95524
     178.652      2.95749
     178.662      2.96009
     178.672      2.96303
     178.682      2.96622
     178.692      2.96951
     178.702      2.97275
     178.712      2.97578
     178.722      2.97850
     178.732      2.98087
     178.742      2.98294
     178.752      2.98480
     178.762      2.98658
     178.772      2.98838
     178.782      2.99028
     178.792      2.99226
     178.802      2.99425
     178.812      2.99610
     178.822      2.99768
     178.832      2.99883
     178.842      2.99947
     178.852      2.99957
     178.862      2.99921
     178.872      2.99849
     178.882      2.99757
     178.892      2.99660
     178.902      2.99568
     178.912      2.99483
     178.922      2.99402
     178.932      2.99317
     178.942      2.99216
     178.952      2.99088
     178.962      2.98927
     178.972      2.98737
     178.982      2.98525
     178.992      2.98307
     179.002      2.98101
     179.012      2.97923
     179.022      2.97788
     179.032      2.97698
     179.042      2.97653
     179.052      2.97644
     179.062      2.97658
     179.072      2.97684
     179.082      2.97714
     179.092      2.97748
     179.102      2.97791
     179.112      2.97854
     179.122      2.97951
     179.132      2.98094
     179.142      2.98292
     179.152      2.98545
     179.162      2.98847
     179.172      2.99184
     179.182      2.99540
     179.192      2.99898
     179.202      3.00247
     179.212      3.00581
     179.222      3.00903
     179.232      3.01220
     179.242      3.01544
     179.252      3.01888
     179.262      3.02258
     179.272      3.02655
     179.282      3.03074
     179.292      3.03503
     179.302      3.03925
     179.312      3.04328
     179.322      3.04700
     179.332      3.05037
     179.342      3.05345
     179.352      3.05632
     179.362      3.05914
     179.372      3.06203
     179.382      3.06509
     179.392      3.06836
     179.402      3.07180
     179.412      3.07529
     179.422      3.07870
     179.432      3.08189
     179.442      3.08475
     179.452      3.08726
     179.462      3.08945
     179.472      3.09142
     179.482      3.09331
     179.492      3.09525
     179.502      3.09734
     179.512      3.09962
     179.522      3.10205
     179.532      3.10453
     179.542      3.10692
     179.552      3.10909
     179.562      3.11093
     179.572      3.11241
     179.582      3.11357
     179.592      3.11451
     179.602      3.11536
     179.612      3.11628
     179.622      3.11737
     179.632      3.11868
     179.642      3.12017
     179.652      3.12176
     179.662      3.12331
     179.672      3.12469
     179.682      3.12579
     179.692      3.12658
     179.702      3.12709
     179.712      3.12742
     179.722      3.12771
     179.732      3.12810
     179.742      3.12868
     179.752      3.12953
     179.762      3.13059
     179.772      3.13178
     179.782      3.13297
     179.792      3.13402
     179.802      3.13481
     179.812      3.13530
     179.822      3.13551
     179.832      3.13554
     179.842      3.13551
     179.852      3.13556
     179.862      3.13580
     179.872      3.13627
     179.882      3.13695
     179.892      3.13772
     179.902      3.13846
     179.912      3.13901
     179.922      3.13926
     179.932      3.13915
     179.942      3.13869
     179.952      3.13795
     179.962      3.13707
     179.972      3.13617
     179.982      3.13536
     179.992      3.13468
     180.002      3.13410
     180.012      3.13354
     180.022      3.13287
     180.032      3.13194
     180.042      3.13065
     180.052      3.12894
     180.062      3.12686
     180.072      3.12450
     180.082      3.12200
     180.092      3.11953
     180.102      3.11723
     180.112      3.11517
     180.122      3.11337
     180.132      3.11177
     180.142      3.11028
     180.152      3.10878
     180.162      3.10719
     180.172      3.10547
     180.182      3.10368
     180.192      3.10191
     180.202      3.10031
     180.212      3.09903
     180.222      3.09821
     180.232      3.09792
     180.242      3.09813
     180.252      3.09878
     180.262      3.09971
     180.272      3.10079
     180.282      3.10188
     180.292      3.10289
     180.302      3.10382
     180.312      3.10471
     180.322      3.10565
     180.332      3.10677
     180.342      3.10815
     180.352      3.10981
     180.362      3.11173
     180.372      3.11380
     180.382      3.11586
     180.392      3.11776
     180.402      3.11934
     180.412      3.12054
     180.422      3.12133
     180.432      3.12178
     180.442      3.12200
     180.452      3.12213
     180.462      3.12229
     180.472      3.12253
     180.482      3.12285
     180.492      3.12320
     180.502      3.12344
     180.512      3.12344
     180.522      3.12309
     180.532      3.12233
     180.542      3.12117
     180.552      3.11968
     180.562      3.11800
     180.572      3.11627
     180.582      3.11462
     180.592      3.11313
     180.602      3.11180
     180.612      3.11059
     180.622      3.10936
     180.632      3.10800
     180.642      3.10638
     180.652      3.10443
     180.662      3.10217
     180.672      3.09966
     180.682      3.09702
     180.692      3.09440
     180.702      3.09194
     180.712      3.08969
     180.722      3.08769
     180.732      3.08585
     180.742      3.08408
     180.752      3.08222
     180.762      3.08016
     180.772      3.07783
     180.782      3.07521
     180.792      3.07237
     180.802      3.06943
     180.812      3.06652
     180.822      3.06376
     180.832      3.06123
     180.842      3.05893
     180.852      3.05681
     180.862      3.05474
     180.872      3.05259
     180.882      3.05022
     180.892      3.04756
     180.902      3.04459
     180.912      3.04137
     180.922      3.03802
     180.932      3.03467
     180.942      3.03145
     180.952      3.02845
     180.962      3.02569
     180.972      3.02310
     180.982      3.02059
     180.992      3.01803
     181.002      3.01529
     181.012      3.01232
     181.022      3.00910
     181.032      3.00570
     181.042      3.00226
     181.052      2.99892
     181.062      2.99584
     181.072      2.99311
     181.082      2.99078
     181.092      2.98882
     181.102      2.98713
     181.112      2.98560
     181.122      2.98413
     181.132      2.98266
     181.142      2.98117
     181.152      2.97974
     181.162      2.97849
     181.172      2.97757
     181.182      2.97711
     181.192      2.97719
     181.202      2.97784
     181.212      2.97900
     181.222      2.98055
     181.232      2.98232
     181.242      2.98416
     181.252      2.98595
     181.262      2.98764
     181.272      2.98922
     181.282      2.99077
     181.292      2.99237
     181.302      2.99410
     181.312      2.99601
     181.322      2.99807
     181.332      3.00020
     181.342      3.00226
     181.352      3.00407
     181.362      3.00548
     181.372      3.00637
     181.382      3.00670
     181.392      3.00651
     181.402      3.00589
     181.412      3.00500
     181.422      3.00397
     181.432      3.00292
     181.442      3.00191
     181.452      3.00094
     181.462      2.99994
     181.472      2.99883
     181.482      2.99751
     181.492      2.99594
     181.502      2.99414
     181.512      2.99219
     181.522      2.99023
     181.532      2.98844
     181.542      2.98699
     181.552      2.98600
     181.562      2.98553
     181.572      2.98557
     181.582      2.98603
     181.592      2.98680
     181.602      2.98774
     181.612      2.98875
     181.622      2.98981
     181.632      2.99093
     181.642      2.99219
     181.652      2.99372
     181.662      2.99563
     181.672      2.99800
     181.682      3.00084
     181.692      3.00411
     181.702      3.00767
     181.712      3.01140
     181.722      3.01513
     181.732      3.01874
     181.742      3.02218
     181.752      3.02547
     181.762      3.02868
     181.772      3.03194
     181.782      3.03535
     181.792      3.03902
     181.802      3.04297
     181.812      3.04717
     181.822      3.05152
     181.832      3.05588
     181.842      3.06011
     181.852      3.06411
     181.862      3.06783
     181.872      3.07128
     181.882      3.07457
     181.892      3.07781
     181.902      3.08114
     181.912      3.08465
     181.922      3.08838
     181.932      3.09231
     181.942      3.09635
     181.952      3.10037
     181.962      3.10423
     181.972      3.10783
     181.982      3.11113
     181.992      3.11413
     182.002      3.11694
     182.012      3.11967
     182.022      3.12246
     182.032      3.12541
     182.042      3.12857
     182.052      3.13193
     182.062      3.13539
     182.072      3.13883
     182.082      3.14212
     182.092      3.14515
     182.102      3.14787
     182.112      3.15030
     182.122      3.15252
     182.132      3.15467
     182.142      3.15686
     182.152      3.15922
     182.162      3.16178
     182.172      3.16455
     182.182      3.16742
     182.192      3.17029
     182.202      3.17301
     182.212      3.17548
     182.222      3.17765
     182.232      3.17952
     182.242      3.18119
     182.252      3.18276
     182.262      3.18438
     182.272      3.18616
     182.282      3.18814
     182.292      3.19033
     182.302      3.19263
     182.312      3.19493
     182.322      3.19709
     182.332      3.19901
     182.342      3.20062
     182.352      3.20194
     182.362      3.20305
     182.372      3.20407
     182.382      3.20512
     182.392      3.20633
     182.402      3.20776
     182.412      3.20939
     182.422      3.21116
     182.432      3.21294
     182.442      3.21461
     182.452      3.21605
     182.462      3.21719
     182.472      3.21806
     182.482      3.21873
     182.492      3.21930
     182.502      3.21992
     182.512      3.22071
     182.522      3.22172
     182.532      3.22294
     182.542      3.22431
     182.552      3.22571
     182.562      3.22701
     182.572      3.22808
     182.582      3.22886
     182.592      3.22935
     182.602      3.22963
     182.612      3.22980
     182.622      3.23000
     182.632      3.23034
     182.642      3.23088
     182.652      3.23162
     182.662      3.23249
     182.672      3.23338
     182.682      3.23413
     182.692      3.23465
     182.702      3.23486
     182.712      3.23475
     182.722      3.23439
     182.732      3.23389
     182.742      3.23339
     182.752      3.23299
     182.762      3.23277
     182.772      3.23272
     182.782      3.23279
     182.792      3.23285
     182.802      3.23277
     182.812      3.23243
     182.822      3.23176
     182.832      3.23074
     182.842      3.22945
     182.852      3.22799
     182.862      3.22649
     182.872      3.22506
     182.882      3.22377
     182.892      3.22263
     182.902      3.22158
     182.912      3.22049
     182.922      3.21923
     182.932      3.21769
     182.942      3.21578
     182.952      3.21349
     182.962      3.21087
     182.972      3.20803
     182.982      3.20510
     182.992      3.20218
     183.002      3.19937
     183.012      3.19665
     183.022      3.19397
     183.032      3.19121
     183.042      3.18825
     183.052      3.18497
     183.062      3.18127
     183.072      3.17715
     183.082      3.17267
     183.092      3.16793
     183.102      3.16306
     183.112      3.15821
     183.122      3.15345
     183.132      3.14880
     183.142      3.14423
     183.152      3.13965
     183.162      3.13494
     183.172      3.13000
     183.182      3.12478
     183.192      3.11927
     183.202      3.11356
     183.212      3.10778
     183.222      3.10208
     183.232      3.09662
     183.242      3.09150
     183.252      3.08677
     183.262      3.08241
     183.272      3.07833
     183.282      3.07444
     183.292      3.07062
     183.302      3.06681
     183.312      3.06301
     183.322      3.05926
     183.332      3.05569
     183.342      3.05241
     183.352      3.04956
     183.362      3.04721
     183.372      3.04538
     183.382      3.04402
     183.392      3.04302
     183.402      3.04224
     183.412      3.04155
     183.422      3.04084
     183.432      3.04010
     183.442      3.03935
     183.452      3.03868
     183.462      3.03822
     183.472      3.03810
     183.482      3.03841
     183.492      3.03917
     183.502      3.04034
     183.512      3.04185
     183.522      3.04356
     183.532      3.04538
     183.542      3.04722
     183.552      3.04907
     183.562      3.05097
     183.572      3.05304
     183.582      3.05541
     183.592      3.05820
     183.602      3.06153
     183.612      3.06541
     183.622      3.06980
     183.632      3.07460
     183.642      3.07968
     183.652      3.08489
     183.662      3.09013
     183.672      3.09535
     183.682      3.10056
     183.692      3.10583
     183.702      3.11126
     183.712      3.11694
     183.722      3.12294
     183.732      3.12927
     183.742      3.13587
     183.752      3.14261
     183.762      3.14935
     183.772      3.15593
     183.782      3.16225
     183.792      3.16825
     183.802      3.17393
     183.812      3.17939
     183.822      3.18473
     183.832      3.19006
     183.842      3.19547
     183.852      3.20100
     183.862      3.20661
     183.872      3.21220
     183.882      3.21766
     183.892      3.22286
     183.902      3.22769
     183.912      3.23213
     183.922      3.23621
     183.932      3.24001
     183.942      3.24366
     183.952      3.24729
     183.962      3.25100
     183.972      3.25484
     183.982      3.25878
     183.992      3.26273
     184.002      3.26660
     184.012      3.27023
     184.022      3.27356
     184.032      3.27652
     184.042      3.27916
     184.052      3.28155
     184.062      3.28383
     184.072      3.28613
     184.082      3.28853
     184.092      3.29110
     184.102      3.29381
     184.112      3.29658
     184.122      3.29930
     184.132      3.30183
     184.142      3.30408
     184.152      3.30601
     184.162      3.30764
     184.172      3.30904
     184.182      3.31034
     184.192      3.31166
     184.202      3.31310
     184.212      3.31470
     184.222      3.31645
     184.232      3.31825
     184.242      3.31998
     184.252      3.32152
     184.262      3.32273
     184.272      3.32358
     184.282      3.32406
     184.292      3.32425
     184.302      3.32425
     184.312      3.32418
     184.322      3.32414
     184.332      3.32416
     184.342      3.32424
     184.352      3.32429
     184.362      3.32420
     184.372      3.32383
     184.382      3.32310
     184.392      3.32195
     184.402      3.32041
     184.412      3.31856
     184.422      3.31654
     184.432      3.31450
     184.442      3.31255
     184.452      3.31078
     184.462      3.30919
     184.472      3.30775
     184.482      3.30635
     184.492      3.30490
     184.502      3.30330
     184.512      3.30154
     184.522      3.29963
     184.532      3.29766
     184.542      3.29576
     184.552      3.29406
     184.562      3.29270
     184.572      3.29172
     184.582      3.29113
     184.592      3.29087
     184.602      3.29080
     184.612      3.29082
     184.622      3.29082
     184.632      3.29072
     184.642      3.29053
     184.652      3.29032
     184.662      3.29020
     184.672      3.29029
     184.682      3.29071
     184.692      3.29152
     184.702      3.29271
     184.712      3.29423
     184.722      3.29597
     184.732      3.29780
     184.742      3.29961
     184.752      3.30136
     184.762      3.30304
     184.772      3.30471
     184.782      3.30648
     184.792      3.30847
     184.802      3.31079
     184.812      3.31349
     184.822      3.31656
     184.832      3.31992
     184.842      3.32345
     184.852      3.32699
     184.862      3.33041
     184.872      3.33363
     184.882      3.33662
     184.892      3.33941
     184.902      3.34209
     184.912      3.34477
     184.922      3.34752
     184.932      3.35041
     184.942      3.35341
     184.952      3.35646
     184.962      3.35943
     184.972      3.36219
     184.982      3.36462
     184.992      3.36666
     185.002      3.36828
     185.012      3.36956
     185.022      3.37061
     185.032      3.37154
     185.042      3.37250
     185.052      3.37354
     185.062      3.37470
     185.072      3.37593
     185.082      3.37713
     185.092      3.37819
     185.102      3.37900
     185.112      3.37950
     185.122      3.37968
     185.132      3.37961
     185.142      3.37939
     185.152      3.37915
     185.162      3.37901
     185.172      3.37903
     185.182      3.37925
     185.192      3.37959
     185.202      3.37995
     185.212      3.38022
     185.222      3.38026
     185.232      3.38001
     185.242      3.37945
     185.252      3.37862
     185.262      3.37762
     185.272      3.37657
     185.282      3.37559
     185.292      3.37476
     185.302      3.37408
     185.312      3.37352
     185.322      3.37297
     185.332      3.37232
     185.342      3.37146
     185.352      3.37032
     185.362      3.36889
     185.372      3.36723
     185.382      3.36544
     185.392      3.36366
     185.402      3.36203
     185.412      3.36063
     185.422      3.35950
     185.432      3.35861
     185.442      3.35788
     185.452      3.35720
     185.462      3.35647
     185.472      3.35562
     185.482      3.35465
     185.492      3.35360
     185.502      3.35257
     185.512      3.35171
     185.522      3.35112
     185.532      3.35090
     185.542      3.35107
     185.552      3.35158
     185.562      3.35233
     185.572      3.35319
     185.582      3.35404
     185.592      3.35479
     185.602      3.35539
     185.612      3.35587
     185.622      3.35630
     185.632      3.35680
     185.642      3.35746
     185.652      3.35835
     185.662      3.35947
     185.672      3.36078
     185.682      3.36216
     185.692      3.36348
     185.702      3.36461
     185.712      3.36544
     185.722      3.36594
     185.732      3.36612
     185.742      3.36607
     185.752      3.36588
     185.762      3.36568
     185.772      3.36554
     185.782      3.36547
     185.792      3.36543
     185.802      3.36532
     185.812      3.36500
     185.822      3.36436
     185.832      3.36329
     185.842      3.36174
     185.852      3.35973
     185.862      3.35735
     185.872      3.35469
     185.882      3.35187
     185.892      3.34898
     185.902      3.34603
     185.912      3.34300
     185.922      3.33982
     185.932      3.33635
     185.942      3.33251
     185.952      3.32822
     185.962      3.32346
     185.972      3.31831
     185.982      3.31287
     185.992      3.30730
     186.002      3.30178
     186.012      3.29645
     186.022      3.29140
     186.032      3.28666
     186.042      3.28222
     186.052      3.27800
     186.062      3.27397
     186.072      3.27007
     186.082      3.26634
     186.092      3.26283
     186.102      3.25969
     186.112      3.25705
     186.122      3.25506
     186.132      3.25385
     186.142      3.25345
     186.152      3.25384
     186.162      3.25493
     186.172      3.25659
     186.182      3.25867
     186.192      3.26103
     186.202      3.26359
     186.212      3.26631
     186.222      3.26923
     186.232      3.27239
     186.242      3.27585
     186.252      3.27966
     186.262      3.28378
     186.272      3.28815
     186.282      3.29262
     186.292      3.29705
     186.302      3.30125
     186.312      3.30509
     186.322      3.30849
     186.332      3.31145
     186.342      3.31401
     186.352      3.31628
     186.362      3.31835
     186.372      3.32034
     186.382      3.32228
     186.392      3.32417
     186.402      3.32594
     186.412      3.32749
     186.422      3.32872
     186.432      3.32954
     186.442      3.32993
     186.452      3.32991
     186.462      3.32958
     186.472      3.32906
     186.482      3.32849
     186.492      3.32799
     186.502      3.32761
     186.512      3.32736
     186.522      3.32718
     186.532      3.32697
     186.542      3.32662
     186.552      3.32603
     186.562      3.32515
     186.572      3.32401
     186.582      3.32268
     186.592      3.32127
     186.602      3.31989
     186.612      3.31866
     186.622      3.31763
     186.632      3.31679
     186.642      3.31608
     186.652      3.31539
     186.662      3.31460
     186.672      3.31360
     186.682      3.31235
     186.692      3.31086
     186.702      3.30917
     186.712      3.30741
     186.722      3.30569
     186.732      3.30411
     186.742      3.30273
     186.752      3.30154
     186.762      3.30047
     186.772      3.29942
     186.782      3.29826
     186.792      3.29690
     186.802      3.29525
     186.812      3.29334
     186.822      3.29120
     186.832      3.28896
     186.842      3.28672
     186.852      3.28458
     186.862      3.28261
     186.872      3.28080
     186.882      3.27908
     186.892      3.27737
     186.902      3.27553
     186.912      3.27346
     186.922      3.27112
     186.932      3.26850
     186.942      3.26567
     186.952      3.26273
     186.962      3.25982
     186.972      3.25705
     186.982      3.25450
     186.992      3.25217
     187.002      3.25001
     187.012      3.24795
     187.022      3.24587
     187.032      3.24367
     187.042      3.24131
     187.052      3.23878
     187.062      3.23615
     187.072      3.23352
     187.082      3.23102
     187.092      3.22876
     187.102      3.22681
     187.112      3.22516
     187.122      3.22378
     187.132      3.22254
     187.142      3.22132
     187.152      3.22002
     187.162      3.21855
     187.172      3.21691
     187.182      3.21512
     187.192      3.21328
     187.202      3.21150
     187.212      3.20987
     187.222      3.20845
     187.232      3.20724
     187.242      3.20618
     187.252      3.20516
     187.262      3.20407
     187.272      3.20278
     187.282      3.20122
     187.292      3.19938
     187.302      3.19729
     187.312      3.19507
     187.322      3.19283
     187.332      3.19066
     187.342      3.18866
     187.352      3.18684
     187.362      3.18514
     187.372      3.18348
     187.382      3.18175
     187.392      3.17984
     187.402      3.17769
     187.412      3.17527
     187.422      3.17265
     187.432      3.16992
     187.442      3.16721
     187.452      3.16462
     187.462      3.16223
     187.472      3.16006
     187.482      3.15807
     187.492      3.15618
     187.502      3.15426
     187.512      3.15222
     187.522      3.14997
     187.532      3.14750
     187.542      3.14486
     187.552      3.14213
     187.562      3.13945
     187.572      3.13692
     187.582      3.13461
     187.592      3.13256
     187.602      3.13072
     187.612      3.12901
     187.622      3.12731
     187.632      3.12552
     187.642      3.12357
     187.652      3.12142
     187.662      3.11913
     187.672      3.11679
     187.682      3.11452
     187.692      3.11243
     187.702      3.11060
     187.712      3.10906
     187.722      3.10778
     187.732      3.10667
     187.742      3.10562
     187.752      3.10452
     187.762      3.10330
     187.772      3.10194
     187.782      3.10047
     187.792      3.09898
     187.802      3.09761
     187.812      3.09646
     187.822      3.09564
     187.832      3.09516
     187.842      3.09502
     187.852      3.09514
     187.862      3.09542
     187.872      3.09577
     187.882      3.09612
     187.892      3.09646
     187.902      3.09684
     187.912      3.09737
     187.922      3.09818
     187.932      3.09939
     187.942      3.10110
     187.952      3.10336
     187.962      3.10614
     187.972      3.10936
     187.982      3.11292
     187.992      3.11669
     188.002      3.12057
     188.012      3.12451
     188.022      3.12852
     188.032      3.13262
     188.042      3.13690
     188.052      3.14142
     188.062      3.14621
     188.072      3.15123
     188.082      3.15641
     188.092      3.16158
     188.102      3.16658
     188.112      3.17121
     188.122      3.17533
     188.132      3.17884
     188.142      3.18170
     188.152      3.18394
     188.162      3.18563
     188.172      3.18684
     188.182      3.18764
     188.192      3.18806
     188.202      3.18806
     188.212      3.18757
     188.222      3.18652
     188.232      3.18481
     188.242      3.18240
     188.252      3.17930
     188.262      3.17558
     188.272      3.17139
     188.282      3.16689
     188.292      3.16228
     188.302      3.15770
     188.312      3.15326
     188.322      3.14902
     188.332      3.14496
     188.342      3.14103
     188.352      3.13717
     188.362      3.13334
     188.372      3.12953
     188.382      3.12579
     188.392      3.12221
     188.402      3.11894
     188.412      3.11607
     188.422      3.11372
     188.432      3.11193
     188.442      3.11066
     188.452      3.10984
     188.462      3.10934
     188.472      3.10905
     188.482      3.10884
     188.492      3.10866
     188.502      3.10850
     188.512      3.10841
     188.522      3.10847
     188.532      3.10879
     188.542      3.10944
     188.552      3.11046
     188.562      3.11181
     188.572      3.11342
     188.582      3.11517
     188.592      3.11695
     188.602      3.11865
     188.612      3.12021
     188.622      3.12165
     188.632      3.12303
     188.642      3.12444
     188.652      3.12600
     188.662      3.12779
     188.672      3.12987
     188.682      3.13222
     188.692      3.13477
     188.702      3.13741
     188.712      3.14004
     188.722      3.14256
     188.732      3.14490
     188.742      3.14707
     188.752      3.14914
     188.762      3.15121
     188.772      3.15338
     188.782      3.15575
     188.792      3.15836
     188.802      3.16122
     188.812      3.16425
     188.822      3.16735
     188.832      3.17041
     188.842      3.17332
     188.852      3.17603
     188.862      3.17855
     188.872      3.18093
     188.882      3.18326
     188.892      3.18567
     188.902      3.18823
     188.912      3.19102
     188.922      3.19402
     188.932      3.19717
     188.942      3.20038
     188.952      3.20352
     188.962      3.20650
     188.972      3.20926
     188.982      3.21180
     188.992      3.21417
     189.002      3.21648
     189.012      3.21884
     189.022      3.22135
     189.032      3.22405
     189.042      3.22697
     189.052      3.23003
     189.062      3.23315
     189.072      3.23620
     189.082      3.23911
     189.092      3.24179
     189.102      3.24426
     189.112      3.24657
     189.122      3.24882
     189.132      3.25111
     189.142      3.25356
     189.152      3.25621
     189.162      3.25908
     189.172      3.26211
     189.182      3.26521
     189.192      3.26826
     189.202      3.27117
     189.212      3.27386
     189.222      3.27634
     189.232      3.27866
     189.242      3.28090
     189.252      3.28317
     189.262      3.28558
     189.272      3.28819
